the_geom,id,xmin,xmax,ymin,ymax
"MULTIPOLYGON (((-73.96408422919261 40.7798447830848, -73.96304736228764 40.77940925758863, -73.96362030386427 40.7786210805953, -73.96465716224355 40.7790566009886, -73.96408422919261 40.7798447830848)))",526,991327.31906,991655.40305,223697.33957,224025.42356
"MULTIPOLYGON (((-73.96304736228764 40.77940925758863, -73.96201050894628 40.77897372273417, -73.96258345904818 40.77818555084378, -73.96362030386427 40.7786210805953, -73.96304736228764 40.77940925758863)))",527,991655.40305,991983.48704,223697.33957,224025.42356
"MULTIPOLYGON (((-73.97191555066543 40.78210498169478, -73.9708785973446 40.78166952681466, -73.9714514656693 40.78088131116025, -73.97248841046144 40.78131676093813, -73.97191555066543 40.78210498169478)))",538,989030.73113,989358.81512,223369.25558,223697.33957
"MULTIPOLYGON (((-73.9708785973446 40.78166952681466, -73.96984165758677 40.78123406257491, -73.97041453443974 40.780445852022794, -73.9714514656693 40.78088131116025, -73.9708785973446 40.78166952681466)))",539,989358.81512,989686.89911,223369.25558,223697.33957
"MULTIPOLYGON (((-73.96984165758677 40.78123406257491, -73.96880473139197 40.780798588975706, -73.96937761677276 40.78001038352598, -73.97041453443974 40.780445852022794, -73.96984165758677 40.78123406257491)))",540,989686.89911,990014.9831,223369.25558,223697.33957
"MULTIPOLYGON (((-73.96880473139197 40.780798588975706, -73.96776781876022 40.78036310601727, -73.96834071266842 40.77957490567001, -73.96937761677276 40.78001038352598, -73.96880473139197 40.780798588975706)))",541,990014.9831,990343.06709,223369.25558,223697.33957
"MULTIPOLYGON (((-73.96776781876022 40.78036310601727, -73.96673091969156 40.77992761369982, -73.96730382212671 40.77913941845513, -73.96834071266842 40.77957490567001, -73.96776781876022 40.78036310601727)))",542,990343.06709,990671.15108,223369.25558,223697.33957
"MULTIPOLYGON (((-73.96673091969156 40.77992761369982, -73.96569403418599 40.77949211202352, -73.96626694514768 40.778703921881494, -73.96730382212671 40.77913941845513, -73.96673091969156 40.77992761369982)))",543,990671.15108,990999.23507,223369.25558,223697.33957
"MULTIPOLYGON (((-73.96569403418599 40.77949211202352, -73.96465716224355 40.7790566009886, -73.96523008173135 40.77826841594934, -73.96626694514768 40.778703921881494, -73.96569403418599 40.77949211202352)))",544,990999.23507,991327.31906,223369.25558,223697.33957
"MULTIPOLYGON (((-73.96465716224355 40.7790566009886, -73.96362030386427 40.7786210805953, -73.96419323187773 40.777832900658865, -73.96523008173135 40.77826841594934, -73.96465716224355 40.7790566009886)))",545,991327.31906,991655.40305,223369.25558,223697.33957
"MULTIPOLYGON (((-73.96362030386427 40.7786210805953, -73.96258345904818 40.77818555084378, -73.96315639558686 40.777397376010256, -73.96419323187773 40.777832900658865, -73.96362030386427 40.7786210805953)))",546,991655.40305,991983.48704,223369.25558,223697.33957
"MULTIPOLYGON (((-73.97248841046144 40.78131676093813, -73.9714514656693 40.78088131116025, -73.97202432043143 40.78009309256307, -73.97306125669489 40.780528537238766, -73.97248841046144 40.78131676093813)))",557,989030.73113,989358.81512,223041.17159,223369.25558
"MULTIPOLYGON (((-73.9714514656693 40.78088131116025, -73.97041453443974 40.780445852022794, -73.9709873977301 40.779657638527915, -73.97202432043143 40.78009309256307, -73.9714514656693 40.78088131116025)))",558,989358.81512,989686.89911,223041.17159,223369.25558
"MULTIPOLYGON (((-73.97041453443974 40.780445852022794, -73.96937761677276 40.78001038352598, -73.96995048859092 40.77922217513347, -73.9709873977301 40.779657638527915, -73.97041453443974 40.780445852022794)))",559,989686.89911,990014.9831,223041.17159,223369.25558
"MULTIPOLYGON (((-73.96937761677276 40.78001038352598, -73.96834071266842 40.77957490567001, -73.96891359301395 40.77878670237998, -73.96995048859092 40.77922217513347, -73.96937761677276 40.78001038352598)))",560,990014.9831,990343.06709,223041.17159,223369.25558
"MULTIPOLYGON (((-73.96834071266842 40.77957490567001, -73.96730382212671 40.77913941845513, -73.96787671099919 40.77835122026765, -73.96891359301395 40.77878670237998, -73.96834071266842 40.77957490567001)))",561,990343.06709,990671.15108,223041.17159,223369.25558
"MULTIPOLYGON (((-73.96730382212671 40.77913941845513, -73.96626694514768 40.778703921881494, -73.96683984254668 40.77791572879664, -73.96787671099919 40.77835122026765, -73.96730382212671 40.77913941845513)))",562,990671.15108,990999.23507,223041.17159,223369.25558
"MULTIPOLYGON (((-73.96626694514768 40.778703921881494, -73.96523008173135 40.77826841594934, -73.96580298765642 40.77748022796721, -73.96683984254668 40.77791572879664, -73.96626694514768 40.778703921881494)))",563,990999.23507,991327.31906,223041.17159,223369.25558
"MULTIPOLYGON (((-73.96523008173135 40.77826841594934, -73.96419323187773 40.777832900658865, -73.96476614632844 40.77704471777954, -73.96580298765642 40.77748022796721, -73.96523008173135 40.77826841594934)))",564,991327.31906,991655.40305,223041.17159,223369.25558
"MULTIPOLYGON (((-73.96419323187773 40.777832900658865, -73.96315639558686 40.777397376010256, -73.96372931856278 40.77660919823385, -73.96476614632844 40.77704471777954, -73.96419323187773 40.777832900658865)))",565,991655.40305,991983.48704,223041.17159,223369.25558
"MULTIPOLYGON (((-73.97306125669489 40.780528537238766, -73.97202432043143 40.78009309256307, -73.97259716163141 40.77930487102345, -73.97363408936624 40.77974031059697, -73.97306125669489 40.780528537238766)))",576,989030.73113,989358.81512,222713.0876,223041.17159
"MULTIPOLYGON (((-73.97202432043143 40.78009309256307, -73.9709873977301 40.779657638527915, -73.9715602474583 40.778869422090544, -73.97259716163141 40.77930487102345, -73.97202432043143 40.78009309256307)))",577,989358.81512,989686.89911,222713.0876,223041.17159
"MULTIPOLYGON (((-73.9709873977301 40.779657638527915, -73.96995048859092 40.77922217513347, -73.97052334684692 40.778433963798456, -73.9715602474583 40.778869422090544, -73.9709873977301 40.779657638527915)))",578,989686.89911,990014.9831,222713.0876,223041.17159
"MULTIPOLYGON (((-73.96995048859092 40.77922217513347, -73.96891359301395 40.77878670237998, -73.9694864597973 40.777998496147404, -73.97052334684692 40.778433963798456, -73.96995048859092 40.77922217513347)))",579,990014.9831,990343.06709,222713.0876,223041.17159
"MULTIPOLYGON (((-73.96891359301395 40.77878670237998, -73.96787671099919 40.77835122026765, -73.96844958630945 40.77756301913758, -73.9694864597973 40.777998496147404, -73.96891359301395 40.77878670237998)))",580,990343.06709,990671.15108,222713.0876,223041.17159
"MULTIPOLYGON (((-73.96787671099919 40.77835122026765, -73.96683984254668 40.77791572879664, -73.96741272638342 40.777127532769214, -73.96844958630945 40.77756301913758, -73.96787671099919 40.77835122026765)))",581,990671.15108,990999.23507,222713.0876,223041.17159
"MULTIPOLYGON (((-73.96683984254668 40.77791572879664, -73.96580298765642 40.77748022796721, -73.9663758800192 40.77669203704248, -73.96741272638342 40.777127532769214, -73.96683984254668 40.77791572879664)))",582,990999.23507,991327.31906,222713.0876,223041.17159
"MULTIPOLYGON (((-73.96580298765642 40.77748022796721, -73.96476614632844 40.77704471777954, -73.96533904721684 40.776256531957614, -73.9663758800192 40.77669203704248, -73.96580298765642 40.77748022796721)))",583,991327.31906,991655.40305,222713.0876,223041.17159
"MULTIPOLYGON (((-73.96476614632844 40.77704471777954, -73.96372931856278 40.77660919823385, -73.96430222797638 40.7758210175148, -73.96533904721684 40.776256531957614, -73.96476614632844 40.77704471777954)))",584,991655.40305,991983.48704,222713.0876,223041.17159
"MULTIPOLYGON (((-73.97363408936624 40.77974031059697, -73.97259716163141 40.77930487102345, -73.97316998926969 40.778516646541576, -73.97420690847589 40.77895208101293, -73.97363408936624 40.77974031059697)))",595,989030.73113,989358.81512,222385.00361,222713.0876
"MULTIPOLYGON (((-73.97259716163141 40.77930487102345, -73.9715602474583 40.778869422090544, -73.97213308362477 40.778081202710915, -73.97316998926969 40.778516646541576, -73.97259716163141 40.77930487102345)))",596,989358.81512,989686.89911,222385.00361,222713.0876
"MULTIPOLYGON (((-73.9715602474583 40.778869422090544, -73.97052334684692 40.778433963798456, -73.97109619154115 40.77764574952117, -73.97213308362477 40.778081202710915, -73.9715602474583 40.778869422090544)))",597,989686.89911,990014.9831,222385.00361,222713.0876
"MULTIPOLYGON (((-73.97052334684692 40.778433963798456, -73.9694864597973 40.777998496147404, -73.97005931301884 40.77721028697254, -73.97109619154115 40.77764574952117, -73.97052334684692 40.778433963798456)))",598,990014.9831,990343.06709,222385.00361,222713.0876
"MULTIPOLYGON (((-73.9694864597973 40.777998496147404, -73.96844958630945 40.77756301913758, -73.9690224480579 40.776774815065224, -73.97005931301884 40.77721028697254, -73.9694864597973 40.777998496147404)))",599,990343.06709,990671.15108,222385.00361,222713.0876
"MULTIPOLYGON (((-73.96844958630945 40.77756301913758, -73.96741272638342 40.777127532769214, -73.96798559665832 40.776339333799456, -73.9690224480579 40.776774815065224, -73.96844958630945 40.77756301913758)))",600,990671.15108,990999.23507,222385.00361,222713.0876
"MULTIPOLYGON (((-73.96741272638342 40.777127532769214, -73.9663758800192 40.77669203704248, -73.96694875882012 40.7759038431754, -73.96798559665832 40.776339333799456, -73.96741272638342 40.777127532769214)))",601,990999.23507,991327.31906,222385.00361,222713.0876
"MULTIPOLYGON (((-73.9663758800192 40.77669203704248, -73.96533904721684 40.776256531957614, -73.96591193454337 40.77546834319332, -73.96694875882012 40.7759038431754, -73.9663758800192 40.77669203704248)))",602,991327.31906,991655.40305,222385.00361,222713.0876
"MULTIPOLYGON (((-73.96533904721684 40.776256531957614, -73.96430222797638 40.7758210175148, -73.96487512382807 40.77503283385336, -73.96591193454337 40.77546834319332, -73.96533904721684 40.776256531957614)))",603,991655.40305,991983.48704,222385.00361,222713.0876
"MULTIPOLYGON (((-73.97420690847589 40.77895208101293, -73.97316998926969 40.778516646541576, -73.97374280334671 40.77772841911774, -73.97477971402431 40.77816384848696, -73.97420690847589 40.77895208101293)))",614,989030.73113,989358.81512,222056.91962,222385.00361
"MULTIPOLYGON (((-73.97316998926969 40.778516646541576, -73.97213308362477 40.778081202710915, -73.97270590622995 40.77729298038929, -73.97374280334671 40.77772841911774, -73.97316998926969 40.778516646541576)))",615,989358.81512,989686.89911,222056.91962,222385.00361
"MULTIPOLYGON (((-73.97213308362477 40.778081202710915, -73.97109619154115 40.77764574952117, -73.97166902267405 40.776857532301854, -73.97270590622995 40.77729298038929, -73.97213308362477 40.778081202710915)))",616,989686.89911,990014.9831,222056.91962,222385.00361
"MULTIPOLYGON (((-73.97109619154115 40.77764574952117, -73.97005931301884 40.77721028697254, -73.97063215267904 40.77642207485563, -73.97166902267405 40.776857532301854, -73.97109619154115 40.77764574952117)))",617,990014.9831,990343.06709,222056.91962,222385.00361
"MULTIPOLYGON (((-73.97005931301884 40.77721028697254, -73.9690224480579 40.776774815065224, -73.96959529624496 40.775986608050815, -73.97063215267904 40.77642207485563, -73.97005931301884 40.77721028697254)))",618,990343.06709,990671.15108,222056.91962,222385.00361
"MULTIPOLYGON (((-73.9690224480579 40.776774815065224, -73.96798559665832 40.776339333799456, -73.96855845337181 40.77555113188762, -73.96959529624496 40.775986608050815, -73.9690224480579 40.776774815065224)))",619,990671.15108,990999.23507,222056.91962,222385.00361
"MULTIPOLYGON (((-73.96798559665832 40.776339333799456, -73.96694875882012 40.7759038431754, -73.96752162405963 40.77511564636623, -73.96855845337181 40.77555113188762, -73.96798559665832 40.776339333799456)))",620,990999.23507,991327.31906,222056.91962,222385.00361
"MULTIPOLYGON (((-73.96694875882012 40.7759038431754, -73.96591193454337 40.77546834319332, -73.96648480830845 40.774680151486876, -73.96752162405963 40.77511564636623, -73.96694875882012 40.7759038431754)))",621,991327.31906,991655.40305,222056.91962,222385.00361
"MULTIPOLYGON (((-73.96591193454337 40.77546834319332, -73.96487512382807 40.77503283385336, -73.96544800611828 40.77424464724977, -73.96648480830845 40.774680151486876, -73.96591193454337 40.77546834319332)))",622,991655.40305,991983.48704,222056.91962,222385.00361
"MULTIPOLYGON (((-73.97477971402431 40.77816384848696, -73.97374280334671 40.77772841911774, -73.97431560386286 40.77694018875216, -73.9753525060119 40.77737561301927, -73.97477971402431 40.77816384848696)))",633,989030.73113,989358.81512,221728.83563,222056.91962
"MULTIPOLYGON (((-73.97374280334671 40.77772841911774, -73.97270590622995 40.77729298038929, -73.97327871527425 40.776504755125934, -73.97431560386286 40.77694018875216, -73.97374280334671 40.77772841911774)))",634,989358.81512,989686.89911,221728.83563,222056.91962
"MULTIPOLYGON (((-73.97270590622995 40.77729298038929, -73.97166902267405 40.776857532301854, -73.97224184024606 40.776069312140784, -73.97327871527425 40.776504755125934, -73.97270590622995 40.77729298038929)))",635,989686.89911,990014.9831,221728.83563,222056.91962
"MULTIPOLYGON (((-73.97166902267405 40.776857532301854, -73.97063215267904 40.77642207485563, -73.97120497877833 40.77563385979693, -73.97224184024606 40.776069312140784, -73.97166902267405 40.776857532301854)))",636,990014.9831,990343.06709,221728.83563,222056.91962
"MULTIPOLYGON (((-73.97063215267904 40.77642207485563, -73.96959529624496 40.775986608050815, -73.97016813087109 40.77519839809459, -73.97120497877833 40.77563385979693, -73.97063215267904 40.77642207485563)))",637,990343.06709,990671.15108,221728.83563,222056.91962
"MULTIPOLYGON (((-73.96959529624496 40.775986608050815, -73.96855845337181 40.77555113188762, -73.96913129652437 40.77476292703394, -73.97016813087109 40.77519839809459, -73.96959529624496 40.775986608050815)))",638,990671.15108,990999.23507,221728.83563,222056.91962
"MULTIPOLYGON (((-73.96855845337181 40.77555113188762, -73.96752162405963 40.77511564636623, -73.96809447573816 40.77432744661522, -73.96913129652437 40.77476292703394, -73.96855845337181 40.77555113188762)))",639,990999.23507,991327.31906,221728.83563,222056.91962
"MULTIPOLYGON (((-73.96752162405963 40.77511564636623, -73.96648480830845 40.774680151486876, -73.96705766851251 40.7738919568386, -73.96809447573816 40.77432744661522, -73.96752162405963 40.77511564636623)))",640,991327.31906,991655.40305,221728.83563,222056.91962
"MULTIPOLYGON (((-73.96648480830845 40.774680151486876, -73.96544800611828 40.77424464724977, -73.96602087484744 40.7734564577043, -73.96705766851251 40.7738919568386, -73.96648480830845 40.774680151486876)))",641,991655.40305,991983.48704,221728.83563,222056.91962
"MULTIPOLYGON (((-73.9753525060119 40.77737561301927, -73.97431560386286 40.77694018875216, -73.97488839081862 40.7761519554451, -73.9759252844391 40.77658737461011, -73.9753525060119 40.77737561301927)))",652,989030.73113,989358.81512,221400.75164,221728.83563
"MULTIPOLYGON (((-73.97431560386286 40.77694018875216, -73.97327871527425 40.776504755125934, -73.97385151075811 40.77571652692106, -73.97488839081862 40.7761519554451, -73.97431560386286 40.77694018875216)))",653,989358.81512,989686.89911,221400.75164,221728.83563
"MULTIPOLYGON (((-73.97327871527425 40.776504755125934, -73.97224184024606 40.776069312140784, -73.97281464425762 40.77528108903818, -73.97385151075811 40.77571652692106, -73.97327871527425 40.776504755125934)))",654,989686.89911,990014.9831,221400.75164,221728.83563
"MULTIPOLYGON (((-73.97224184024606 40.776069312140784, -73.97120497877833 40.77563385979693, -73.97177779131714 40.7748456417967, -73.97281464425762 40.77528108903818, -73.97224184024606 40.776069312140784)))",655,990014.9831,990343.06709,221400.75164,221728.83563
"MULTIPOLYGON (((-73.97120497877833 40.77563385979693, -73.97016813087109 40.77519839809459, -73.97074095193672 40.77441018519681, -73.97177779131714 40.7748456417967, -73.97120497877833 40.77563385979693)))",656,990343.06709,990671.15108,221400.75164,221728.83563
"MULTIPOLYGON (((-73.97016813087109 40.77519839809459, -73.96913129652437 40.77476292703394, -73.96970412611637 40.773974719238694, -73.97074095193672 40.77441018519681, -73.97016813087109 40.77519839809459)))",657,990671.15108,990999.23507,221400.75164,221728.83563
"MULTIPOLYGON (((-73.96913129652437 40.77476292703394, -73.96809447573816 40.77432744661522, -73.96866731385612 40.773539243922585, -73.96970412611637 40.773974719238694, -73.96913129652437 40.77476292703394)))",658,990999.23507,991327.31906,221400.75164,221728.83563
"MULTIPOLYGON (((-73.96809447573816 40.77432744661522, -73.96705766851251 40.7738919568386, -73.96763051515599 40.77310375924868, -73.96866731385612 40.773539243922585, -73.96809447573816 40.77432744661522)))",659,991327.31906,991655.40305,221400.75164,221728.83563
"MULTIPOLYGON (((-73.96705766851251 40.7738919568386, -73.96602087484744 40.7734564577043, -73.96659373001602 40.7726682652172, -73.96763051515599 40.77310375924868, -73.96705766851251 40.7738919568386)))",660,991655.40305,991983.48704,221400.75164,221728.83563
"MULTIPOLYGON (((-73.9759252844391 40.77658737461011, -73.97488839081862 40.7761519554451, -73.9754611642144 40.77536371919682, -73.97649804930636 40.775799133259746, -73.9759252844391 40.77658737461011)))",671,989030.73113,989358.81512,221072.66765,221400.75164
"MULTIPOLYGON (((-73.97488839081862 40.7761519554451, -73.97385151075811 40.77571652692106, -73.97442429268199 40.77492829577494, -73.9754611642144 40.77536371919682, -73.97488839081862 40.7761519554451)))",672,989358.81512,989686.89911,221072.66765,221400.75164
"MULTIPOLYGON (((-73.97385151075811 40.77571652692106, -73.97281464425762 40.77528108903818, -73.97338743470914 40.77449286299431, -73.97442429268199 40.77492829577494, -73.97385151075811 40.77571652692106)))",673,989686.89911,990014.9831,221072.66765,221400.75164
"MULTIPOLYGON (((-73.97281464425762 40.77528108903818, -73.97177779131714 40.7748456417967, -73.97235059029589 40.77405742085517, -73.97338743470914 40.77449286299431, -73.97281464425762 40.77528108903818)))",674,990014.9831,990343.06709,221072.66765,221400.75164
"MULTIPOLYGON (((-73.97177779131714 40.7748456417967, -73.97074095193672 40.77441018519681, -73.97131375944227 40.77362196935769, -73.97235059029589 40.77405742085517, -73.97177779131714 40.7748456417967)))",675,990343.06709,990671.15108,221072.66765,221400.75164
"MULTIPOLYGON (((-73.97074095193672 40.77441018519681, -73.96970412611637 40.773974719238694, -73.97027694214827 40.773186508502114, -73.97131375944227 40.77362196935769, -73.97074095193672 40.77441018519681)))",676,990671.15108,990999.23507,221072.66765,221400.75164
"MULTIPOLYGON (((-73.96970412611637 40.773974719238694, -73.96866731385612 40.773539243922585, -73.96924013841395 40.772751038288604, -73.97027694214827 40.773186508502114, -73.96970412611637 40.773974719238694)))",677,990999.23507,991327.31906,221072.66765,221400.75164
"MULTIPOLYGON (((-73.96866731385612 40.773539243922585, -73.96763051515599 40.77310375924868, -73.96820334823933 40.772315558717395, -73.96924013841395 40.772751038288604, -73.96866731385612 40.773539243922585)))",678,991327.31906,991655.40305,221072.66765,221400.75164
"MULTIPOLYGON (((-73.96763051515599 40.77310375924868, -73.96659373001602 40.7726682652172, -73.9671665716244 40.77188006978868, -73.96820334823933 40.772315558717395, -73.96763051515599 40.77310375924868)))",679,991655.40305,991983.48704,221072.66765,221400.75164
"MULTIPOLYGON (((-73.97649804930636 40.775799133259746, -73.9754611642144 40.77536371919682, -73.97603392405063 40.77457548000754, -73.97707080061409 40.77501088896842, -73.97649804930636 40.775799133259746)))",690,989030.73113,989358.81512,220744.58366,221072.66765
"MULTIPOLYGON (((-73.9754611642144 40.77536371919682, -73.97442429268199 40.77492829577494, -73.97499706104628 40.7741400616878, -73.97603392405063 40.77457548000754, -73.9754611642144 40.77536371919682)))",691,989358.81512,989686.89911,220744.58366,221072.66765
"MULTIPOLYGON (((-73.97442429268199 40.77492829577494, -73.97338743470914 40.77449286299431, -73.97396021160108 40.77370463400943, -73.97499706104628 40.7741400616878, -73.97442429268199 40.77492829577494)))",692,989686.89911,990014.9831,220744.58366,221072.66765
"MULTIPOLYGON (((-73.97338743470914 40.77449286299431, -73.97235059029589 40.77405742085517, -73.97292337571503 40.77326919697259, -73.97396021160108 40.77370463400943, -73.97338743470914 40.77449286299431)))",693,990014.9831,990343.06709,220744.58366,221072.66765
"MULTIPOLYGON (((-73.97235059029589 40.77405742085517, -73.97131375944227 40.77362196935769, -73.97188655338816 40.77283375057753, -73.97292337571503 40.77326919697259, -73.97235059029589 40.77405742085517)))",694,990343.06709,990671.15108,220744.58366,221072.66765
"MULTIPOLYGON (((-73.97131375944227 40.77362196935769, -73.97027694214827 40.773186508502114, -73.97084974462051 40.772398294824434, -73.97188655338816 40.77283375057753, -73.97131375944227 40.77362196935769)))",695,990671.15108,990999.23507,220744.58366,221072.66765
"MULTIPOLYGON (((-73.97027694214827 40.773186508502114, -73.96924013841395 40.772751038288604, -73.9698129494121 40.77196282971351, -73.97084974462051 40.772398294824434, -73.97027694214827 40.773186508502114)))",696,990999.23507,991327.31906,220744.58366,221072.66765
"MULTIPOLYGON (((-73.96924013841395 40.772751038288604, -73.96820334823933 40.772315558717395, -73.96877616776294 40.77152735524499, -73.9698129494121 40.77196282971351, -73.96924013841395 40.772751038288604)))",697,991327.31906,991655.40305,220744.58366,221072.66765
"MULTIPOLYGON (((-73.96820334823933 40.772315558717395, -73.9671665716244 40.77188006978868, -73.96773939967306 40.771091871419046, -73.96877616776294 40.77152735524499, -73.96820334823933 40.772315558717395)))",698,991655.40305,991983.48704,220744.58366,221072.66765
"MULTIPOLYGON (((-73.97707080061409 40.77501088896842, -73.97603392405063 40.77457548000754, -73.97660667032775 40.77378723787754, -73.97764353836273 40.77422264173638, -73.97707080061409 40.77501088896842)))",709,989030.73113,989358.81512,220416.49967,220744.58366
"MULTIPOLYGON (((-73.97603392405063 40.77457548000754, -73.97499706104628 40.7741400616878, -73.97556981585144 40.77335182465995, -73.97660667032775 40.77378723787754, -73.97603392405063 40.77457548000754)))",710,989358.81512,989686.89911,220416.49967,220744.58366
"MULTIPOLYGON (((-73.97499706104628 40.7741400616878, -73.97396021160108 40.77370463400943, -73.97453297493385 40.772916402083744, -73.97556981585144 40.77335182465995, -73.97499706104628 40.7741400616878)))",711,989686.89911,990014.9831,220416.49967,220744.58366
"MULTIPOLYGON (((-73.97396021160108 40.77370463400943, -73.97292337571503 40.77326919697259, -73.97349614757498 40.77248097014922, -73.97453297493385 40.772916402083744, -73.97396021160108 40.77370463400943)))",712,990014.9831,990343.06709,220416.49967,220744.58366
"MULTIPOLYGON (((-73.97292337571503 40.77326919697259, -73.97188655338816 40.77283375057753, -73.97245933377486 40.77204552885655, -73.97349614757498 40.77248097014922, -73.97292337571503 40.77326919697259)))",713,990343.06709,990671.15108,220416.49967,220744.58366
"MULTIPOLYGON (((-73.97188655338816 40.77283375057753, -73.97084974462051 40.772398294824434, -73.97142253353353 40.77161007820593, -73.97245933377486 40.77204552885655, -73.97188655338816 40.77283375057753)))",714,990671.15108,990999.23507,220416.49967,220744.58366
"MULTIPOLYGON (((-73.97084974462051 40.772398294824434, -73.9698129494121 40.77196282971351, -73.97038574685098 40.77117461819758, -73.97142253353353 40.77161007820593, -73.97084974462051 40.772398294824434)))",715,990999.23507,991327.31906,220416.49967,220744.58366
"MULTIPOLYGON (((-73.9698129494121 40.77196282971351, -73.96877616776294 40.77152735524499, -73.96934897372726 40.770739148831694, -73.97038574685098 40.77117461819758, -73.9698129494121 40.77196282971351)))",716,991327.31906,991655.40305,220416.49967,220744.58366
"MULTIPOLYGON (((-73.96877616776294 40.77152735524499, -73.96773939967306 40.771091871419046, -73.96831221416242 40.77030367010848, -73.96934897372726 40.770739148831694, -73.96877616776294 40.77152735524499)))",717,991655.40305,991983.48704,220416.49967,220744.58366
"MULTIPOLYGON (((-73.97764353836273 40.77422264173638, -73.97660667032775 40.77378723787754, -73.9771794030462 40.77299899280705, -73.97821626255272 40.77343439156386, -73.97764353836273 40.77422264173638)))",728,989030.73113,989358.81512,220088.41568,220416.49967
"MULTIPOLYGON (((-73.97660667032775 40.77378723787754, -73.97556981585144 40.77335182465995, -73.9761425570979 40.77256358469154, -73.9771794030462 40.77299899280705, -73.97660667032775 40.77378723787754)))",729,989358.81512,989686.89911,220088.41568,220416.49967
"MULTIPOLYGON (((-73.97556981585144 40.77335182465995, -73.97453297493385 40.772916402083744, -73.97510572470789 40.77212816721756, -73.9761425570979 40.77256358469154, -73.97556981585144 40.77335182465995)))",730,989686.89911,990014.9831,220088.41568,220416.49967
"MULTIPOLYGON (((-73.97453297493385 40.772916402083744, -73.97349614757498 40.77248097014922, -73.97406890587618 40.77169274038532, -73.97510572470789 40.77212816721756, -73.97453297493385 40.772916402083744)))",731,990014.9831,990343.06709,220088.41568,220416.49967
"MULTIPOLYGON (((-73.97349614757498 40.77248097014922, -73.97245933377486 40.77204552885655, -73.97303210060278 40.77125730419499, -73.97406890587618 40.77169274038532, -73.97349614757498 40.77248097014922)))",732,990343.06709,990671.15108,220088.41568,220416.49967
"MULTIPOLYGON (((-73.97245933377486 40.77204552885655, -73.97142253353353 40.77161007820593, -73.97199530888773 40.770821858646826, -73.97303210060278 40.77125730419499, -73.97245933377486 40.77204552885655)))",733,990671.15108,990999.23507,220088.41568,220416.49967
"MULTIPOLYGON (((-73.97142253353353 40.77161007820593, -73.97038574685098 40.77117461819758, -73.97095853073104 40.77038640374103, -73.97199530888773 40.770821858646826, -73.97142253353353 40.77161007820593)))",734,990999.23507,991327.31906,220088.41568,220416.49967
"MULTIPOLYGON (((-73.97038574685098 40.77117461819758, -73.96934897372726 40.770739148831694, -73.96992176613276 40.76995093947778, -73.97095853073104 40.77038640374103, -73.97038574685098 40.77117461819758)))",735,991327.31906,991655.40305,220088.41568,220416.49967
"MULTIPOLYGON (((-73.96934897372726 40.770739148831694, -73.96831221416242 40.77030367010848, -73.9688850150929 40.769515465857296, -73.96992176613276 40.76995093947778, -73.96934897372726 40.770739148831694)))",736,991655.40305,991983.48704,220088.41568,220416.49967
"MULTIPOLYGON (((-73.97821626255272 40.77343439156386, -73.9771794030462 40.77299899280705, -73.97775212220638 40.772210744796304, -73.97878897318449 40.77264613845115, -73.97821626255272 40.77343439156386)))",747,989030.73113,989358.81512,219760.33169,220088.41568
"MULTIPOLYGON (((-73.9771794030462 40.77299899280705, -73.9761425570979 40.77256358469154, -73.9767152847861 40.771775341782885, -73.97775212220638 40.772210744796304, -73.9771794030462 40.77299899280705)))",748,989358.81512,989686.89911,219760.33169,220088.41568
"MULTIPOLYGON (((-73.9761425570979 40.77256358469154, -73.97510572470789 40.77212816721756, -73.97567846092363 40.77133992941106, -73.9767152847861 40.771775341782885, -73.9761425570979 40.77256358469154)))",749,989686.89911,990014.9831,219760.33169,220088.41568
"MULTIPOLYGON (((-73.97510572470789 40.77212816721756, -73.97406890587618 40.77169274038532, -73.97464165061905 40.770904507681095, -73.97567846092363 40.77133992941106, -73.97510572470789 40.77212816721756)))",750,990014.9831,990343.06709,219760.33169,220088.41568
"MULTIPOLYGON (((-73.97406890587618 40.77169274038532, -73.97303210060278 40.77125730419499, -73.97360485387235 40.770469076593145, -73.97464165061905 40.770904507681095, -73.97406890587618 40.77169274038532)))",751,990343.06709,990671.15108,219760.33169,220088.41568
"MULTIPOLYGON (((-73.97303210060278 40.77125730419499, -73.97199530888773 40.770821858646826, -73.97256807068356 40.77003363614742, -73.97360485387235 40.770469076593145, -73.97303210060278 40.77125730419499)))",752,990671.15108,990999.23507,219760.33169,220088.41568
"MULTIPOLYGON (((-73.97199530888773 40.770821858646826, -73.97095853073104 40.77038640374103, -73.9715313010527 40.769598186344126, -73.97256807068356 40.77003363614742, -73.97199530888773 40.770821858646826)))",753,990999.23507,991327.31906,219760.33169,220088.41568
"MULTIPOLYGON (((-73.97095853073104 40.77038640374103, -73.96992176613276 40.76995093947778, -73.97049454497981 40.76916272718347, -73.9715313010527 40.769598186344126, -73.97095853073104 40.77038640374103)))",754,991327.31906,991655.40305,219760.33169,220088.41568
"MULTIPOLYGON (((-73.96992176613276 40.76995093947778, -73.9688850150929 40.769515465857296, -73.9694578024649 40.7687272586657, -73.97049454497981 40.76916272718347, -73.96992176613276 40.76995093947778)))",755,991655.40305,991983.48704,219760.33169,220088.41568
