the_geom,id,xmin,xmax,ymin,ymax
"MULTIPOLYGON (((-73.96031896355602 40.79060944262465, -73.95928195363459 40.790173883971946, -73.95985503242383 40.78938572700642, -73.960892033818 40.78982128055629, -73.96031896355602 40.79060944262465)))",295,990343.06709,990671.15108,227634.34745,227962.43144
"MULTIPOLYGON (((-73.95928195363459 40.790173883971946, -73.95824495728188 40.78973831595929, -73.95881804459798 40.788950164096654, -73.95985503242383 40.78938572700642, -73.95928195363459 40.790173883971946)))",296,990671.15108,990999.23507,227634.34745,227962.43144
"MULTIPOLYGON (((-73.95824495728188 40.78973831595929, -73.95720797449793 40.789302738586855, -73.95778107034045 40.788514591827244, -73.95881804459798 40.788950164096654, -73.95824495728188 40.78973831595929)))",297,990999.23507,991327.31906,227634.34745,227962.43144
"MULTIPOLYGON (((-73.95720797449793 40.789302738586855, -73.95617100528276 40.78886715185487, -73.95674410965125 40.788079010198366, -73.95778107034045 40.788514591827244, -73.95720797449793 40.789302738586855)))",298,991327.31906,991655.40305,227634.34745,227962.43144
"MULTIPOLYGON (((-73.95617100528276 40.78886715185487, -73.95513404963637 40.788431555763545, -73.95570716253043 40.78764341921023, -73.95674410965125 40.788079010198366, -73.95617100528276 40.78886715185487)))",299,991655.40305,991983.48704,227634.34745,227962.43144
"MULTIPOLYGON (((-73.96504017507708 40.79156340115284, -73.96400311940998 40.79112788504455, -73.9645761505193 40.790339704722264, -73.96561319765742 40.790775215728104, -73.96504017507708 40.79156340115284)))",310,989030.73113,989358.81512,227306.26346,227634.34745
"MULTIPOLYGON (((-73.96400311940998 40.79112788504455, -73.96296607731108 40.79069235957556, -73.96353911694898 40.78990418435583, -73.9645761505193 40.790339704722264, -73.96400311940998 40.79112788504455)))",311,989358.81512,989686.89911,227306.26346,227634.34745
"MULTIPOLYGON (((-73.96296607731108 40.79069235957556, -73.96192904878042 40.79025682474607, -73.96250209694642 40.789468654628955, -73.96353911694898 40.78990418435583, -73.96296607731108 40.79069235957556)))",312,989686.89911,990014.9831,227306.26346,227634.34745
"MULTIPOLYGON (((-73.96192904878042 40.79025682474607, -73.960892033818 40.78982128055629, -73.96146509051168 40.78903311554189, -73.96250209694642 40.789468654628955, -73.96192904878042 40.79025682474607)))",313,990014.9831,990343.06709,227306.26346,227634.34745
"MULTIPOLYGON (((-73.960892033818 40.78982128055629, -73.95985503242383 40.78938572700642, -73.9604280976448 40.78859756709484, -73.96146509051168 40.78903311554189, -73.960892033818 40.78982128055629)))",314,990343.06709,990671.15108,227306.26346,227634.34745
"MULTIPOLYGON (((-73.95985503242383 40.78938572700642, -73.95881804459798 40.788950164096654, -73.95939111834576 40.78816200928801, -73.9604280976448 40.78859756709484, -73.95985503242383 40.78938572700642)))",315,990671.15108,990999.23507,227306.26346,227634.34745
"MULTIPOLYGON (((-73.95881804459798 40.788950164096654, -73.95778107034045 40.788514591827244, -73.95835415261463 40.78772644212156, -73.95939111834576 40.78816200928801, -73.95881804459798 40.788950164096654)))",316,990999.23507,991327.31906,227306.26346,227634.34745
"MULTIPOLYGON (((-73.95778107034045 40.788514591827244, -73.95674410965125 40.788079010198366, -73.95731720045139 40.78729086559574, -73.95835415261463 40.78772644212156, -73.95778107034045 40.788514591827244)))",317,991327.31906,991655.40305,227306.26346,227634.34745
"MULTIPOLYGON (((-73.95674410965125 40.788079010198366, -73.95570716253043 40.78764341921023, -73.9562802618561 40.78685527971078, -73.95731720045139 40.78729086559574, -73.95674410965125 40.788079010198366)))",318,991655.40305,991983.48704,227306.26346,227634.34745
"MULTIPOLYGON (((-73.96561319765742 40.790775215728104, -73.9645761505193 40.790339704722264, -73.96514916806088 40.78955152145424, -73.96618620667002 40.78998702735765, -73.96561319765742 40.790775215728104)))",329,989030.73113,989358.81512,226978.17947,227306.26346
"MULTIPOLYGON (((-73.9645761505193 40.790339704722264, -73.96353911694898 40.78990418435583, -73.96411214301907 40.789116006190326, -73.96514916806088 40.78955152145424, -73.9645761505193 40.790339704722264)))",330,989358.81512,989686.89911,226978.17947,227306.26346
"MULTIPOLYGON (((-73.96353911694898 40.78990418435583, -73.96250209694642 40.789468654628955, -73.96307513154461 40.78868048156608, -73.96411214301907 40.789116006190326, -73.96353911694898 40.78990418435583)))",331,989686.89911,990014.9831,226978.17947,227306.26346
"MULTIPOLYGON (((-73.96250209694642 40.789468654628955, -73.96146509051168 40.78903311554189, -73.96203813363755 40.788244947581745, -73.96307513154461 40.78868048156608, -73.96250209694642 40.789468654628955)))",332,990014.9831,990343.06709,226978.17947,227306.26346
"MULTIPOLYGON (((-73.96146509051168 40.78903311554189, -73.9604280976448 40.78859756709484, -73.96100114929789 40.787809404237464, -73.96203813363755 40.788244947581745, -73.96146509051168 40.78903311554189)))",333,990343.06709,990671.15108,226978.17947,227306.26346
"MULTIPOLYGON (((-73.9604280976448 40.78859756709484, -73.95939111834576 40.78816200928801, -73.95996417852565 40.787373851533495, -73.96100114929789 40.787809404237464, -73.9604280976448 40.78859756709484)))",334,990671.15108,990999.23507,226978.17947,227306.26346
"MULTIPOLYGON (((-73.95939111834576 40.78816200928801, -73.95835415261463 40.78772644212156, -73.95892722132088 40.78693828947002, -73.95996417852565 40.787373851533495, -73.95939111834576 40.78816200928801)))",335,990999.23507,991327.31906,226978.17947,227306.26346
"MULTIPOLYGON (((-73.95835415261463 40.78772644212156, -73.95731720045139 40.78729086559574, -73.95789027768359 40.78650271804728, -73.95892722132088 40.78693828947002, -73.95835415261463 40.78772644212156)))",336,991327.31906,991655.40305,226978.17947,227306.26346
"MULTIPOLYGON (((-73.95731720045139 40.78729086559574, -73.9562802618561 40.78685527971078, -73.95685334761379 40.78606713726545, -73.95789027768359 40.78650271804728, -73.95731720045139 40.78729086559574)))",337,991655.40305,991983.48704,226978.17947,227306.26346
"MULTIPOLYGON (((-73.96618620667002 40.78998702735765, -73.96514916806088 40.78955152145424, -73.9657221720351 40.78876333524078, -73.96675920211531 40.789198836041756, -73.96618620667002 40.78998702735765)))",348,989030.73113,989358.81512,226650.09548,226978.17947
"MULTIPOLYGON (((-73.96514916806088 40.78955152145424, -73.96411214301907 40.789116006190326, -73.9646851555218 40.78832782507937, -73.9657221720351 40.78876333524078, -73.96514916806088 40.78955152145424)))",349,989358.81512,989686.89911,226650.09548,226978.17947
"MULTIPOLYGON (((-73.96411214301907 40.789116006190326, -73.96307513154461 40.78868048156608, -73.96364815257543 40.78789230555771, -73.9646851555218 40.78832782507937, -73.96411214301907 40.789116006190326)))",350,989686.89911,990014.9831,226650.09548,226978.17947
"MULTIPOLYGON (((-73.96307513154461 40.78868048156608, -73.96203813363755 40.788244947581745, -73.962611163196 40.78745677667604, -73.96364815257543 40.78789230555771, -73.96307513154461 40.78868048156608)))",351,990014.9831,990343.06709,226650.09548,226978.17947
"MULTIPOLYGON (((-73.96203813363755 40.788244947581745, -73.96100114929789 40.787809404237464, -73.96157418738356 40.78702123843455, -73.962611163196 40.78745677667604, -73.96203813363755 40.788244947581745)))",352,990343.06709,990671.15108,226650.09548,226978.17947
"MULTIPOLYGON (((-73.96100114929789 40.787809404237464, -73.95996417852565 40.787373851533495, -73.9605372251381 40.78658569083345, -73.96157418738356 40.78702123843455, -73.96100114929789 40.787809404237464)))",353,990671.15108,990999.23507,226650.09548,226978.17947
"MULTIPOLYGON (((-73.95996417852565 40.787373851533495, -73.95892722132088 40.78693828947002, -73.95950027645966 40.78615013387291, -73.9605372251381 40.78658569083345, -73.95996417852565 40.787373851533495)))",354,990999.23507,991327.31906,226650.09548,226978.17947
"MULTIPOLYGON (((-73.95892722132088 40.78693828947002, -73.95789027768359 40.78650271804728, -73.95846334134828 40.7857145675532, -73.95950027645966 40.78615013387291, -73.95892722132088 40.78693828947002)))",355,991327.31906,991655.40305,226650.09548,226978.17947
"MULTIPOLYGON (((-73.95789027768359 40.78650271804728, -73.95685334761379 40.78606713726545, -73.95742641980398 40.785278991874485, -73.95846334134828 40.7857145675532, -73.95789027768359 40.78650271804728)))",356,991655.40305,991983.48704,226650.09548,226978.17947
"MULTIPOLYGON (((-73.96675920211531 40.789198836041756, -73.9657221720351 40.78876333524078, -73.96629516244242 40.78797514608209, -73.96733218399372 40.788410641780665, -73.96675920211531 40.789198836041756)))",367,989030.73113,989358.81512,226322.01149,226650.09548
"MULTIPOLYGON (((-73.9657221720351 40.78876333524078, -73.9646851555218 40.78832782507937, -73.96525815445762 40.787539641023166, -73.96629516244242 40.78797514608209, -73.9657221720351 40.78876333524078)))",368,989358.81512,989686.89911,226322.01149,226650.09548
"MULTIPOLYGON (((-73.9646851555218 40.78832782507937, -73.96364815257543 40.78789230555771, -73.96422116003929 40.787104126604085, -73.96525815445762 40.787539641023166, -73.9646851555218 40.78832782507937)))",369,989686.89911,990014.9831,226322.01149,226650.09548
"MULTIPOLYGON (((-73.96364815257543 40.78789230555771, -73.962611163196 40.78745677667604, -73.9631841791875 40.78666860282507, -73.96422116003929 40.787104126604085, -73.96364815257543 40.78789230555771)))",370,990014.9831,990343.06709,226322.01149,226650.09548
"MULTIPOLYGON (((-73.962611163196 40.78745677667604, -73.96157418738356 40.78702123843455, -73.96214721190222 40.78623306968632, -73.9631841791875 40.78666860282507, -73.962611163196 40.78745677667604)))",371,990343.06709,990671.15108,226322.01149,226650.09548
"MULTIPOLYGON (((-73.96157418738356 40.78702123843455, -73.9605372251381 40.78658569083345, -73.96111025818351 40.78579752718806, -73.96214721190222 40.78623306968632, -73.96157418738356 40.78702123843455)))",372,990671.15108,990999.23507,226322.01149,226650.09548
"MULTIPOLYGON (((-73.9605372251381 40.78658569083345, -73.95950027645966 40.78615013387291, -73.9600733180314 40.78536197533046, -73.96111025818351 40.78579752718806, -73.9605372251381 40.78658569083345)))",373,990999.23507,991327.31906,226322.01149,226650.09548
"MULTIPOLYGON (((-73.95950027645966 40.78615013387291, -73.95846334134828 40.7857145675532, -73.9590363914459 40.78492641411376, -73.9600733180314 40.78536197533046, -73.95950027645966 40.78615013387291)))",374,991327.31906,991655.40305,226322.01149,226650.09548
"MULTIPOLYGON (((-73.95846334134828 40.7857145675532, -73.95742641980398 40.785278991874485, -73.95799947842704 40.78449084353816, -73.9590363914459 40.78492641411376, -73.95846334134828 40.7857145675532)))",375,991655.40305,991983.48704,226322.01149,226650.09548
"MULTIPOLYGON (((-73.96733218399372 40.788410641780665, -73.96629516244242 40.78797514608209, -73.96686813928329 40.78718695397843, -73.96790515230569 40.78762244457463, -73.96733218399372 40.788410641780665)))",386,989030.73113,989358.81512,225993.9275,226322.01149
"MULTIPOLYGON (((-73.96629516244242 40.78797514608209, -73.96525815445762 40.787539641023166, -73.96583113982693 40.78675145402197, -73.96686813928329 40.78718695397843, -73.96629516244242 40.78797514608209)))",387,989358.81512,989686.89911,225993.9275,226322.01149
"MULTIPOLYGON (((-73.96525815445762 40.787539641023166, -73.96422116003929 40.787104126604085, -73.96479415393664 40.78631594470545, -73.96583113982693 40.78675145402197, -73.96525815445762 40.787539641023166)))",388,989686.89911,990014.9831,225993.9275,226322.01149
"MULTIPOLYGON (((-73.96422116003929 40.787104126604085, -73.9631841791875 40.78666860282507, -73.96375718161242 40.78588042602909, -73.96479415393664 40.78631594470545, -73.96422116003929 40.787104126604085)))",389,990014.9831,990343.06709,225993.9275,226322.01149
"MULTIPOLYGON (((-73.9631841791875 40.78666860282507, -73.96214721190222 40.78623306968632, -73.96272022285433 40.785444897993074, -73.96375718161242 40.78588042602909, -73.9631841791875 40.78666860282507)))",390,990343.06709,990671.15108,225993.9275,226322.01149
"MULTIPOLYGON (((-73.96214721190222 40.78623306968632, -73.96111025818351 40.78579752718806, -73.96168327766235 40.78500936059762, -73.96272022285433 40.785444897993074, -73.96214721190222 40.78623306968632)))",391,990671.15108,990999.23507,225993.9275,226322.01149
"MULTIPOLYGON (((-73.96111025818351 40.78579752718806, -73.9600733180314 40.78536197533046, -73.96064634603653 40.784573813842925, -73.96168327766235 40.78500936059762, -73.96111025818351 40.78579752718806)))",392,990999.23507,991327.31906,225993.9275,226322.01149
"MULTIPOLYGON (((-73.9600733180314 40.78536197533046, -73.9590363914459 40.78492641411376, -73.9596094279769 40.78413825772922, -73.96064634603653 40.784573813842925, -73.9600733180314 40.78536197533046)))",393,991327.31906,991655.40305,225993.9275,226322.01149
"MULTIPOLYGON (((-73.9590363914459 40.78492641411376, -73.95799947842704 40.78449084353816, -73.95857252348345 40.783702692256696, -73.9596094279769 40.78413825772922, -73.9590363914459 40.78492641411376)))",394,991655.40305,991983.48704,225993.9275,226322.01149
"MULTIPOLYGON (((-73.96790515230569 40.78762244457463, -73.96686813928329 40.78718695397843, -73.96744110255811 40.78639875893007, -73.96847810705165 40.78683424442389, -73.96790515230569 40.78762244457463)))",405,989030.73113,989358.81512,225665.84351,225993.9275
"MULTIPOLYGON (((-73.96686813928329 40.78718695397843, -73.96583113982693 40.78675145402197, -73.9664041116302 40.78596326407606, -73.96744110255811 40.78639875893007, -73.96686813928329 40.78718695397843)))",406,989358.81512,989686.89911,225665.84351,225993.9275
"MULTIPOLYGON (((-73.96583113982693 40.78675145402197, -73.96479415393664 40.78631594470545, -73.9653671342679 40.785527759862056, -73.9664041116302 40.78596326407606, -73.96583113982693 40.78675145402197)))",407,989686.89911,990014.9831,225665.84351,225993.9275
"MULTIPOLYGON (((-73.96479415393664 40.78631594470545, -73.96375718161242 40.78588042602909, -73.96433017047126 40.7850922462883, -73.9653671342679 40.785527759862056, -73.96479415393664 40.78631594470545)))",408,990014.9831,990343.06709,225665.84351,225993.9275
"MULTIPOLYGON (((-73.96375718161242 40.78588042602909, -73.96272022285433 40.785444897993074, -73.96329322024029 40.78465672335501, -73.96433017047126 40.7850922462883, -73.96375718161242 40.78588042602909)))",409,990343.06709,990671.15108,225665.84351,225993.9275
"MULTIPOLYGON (((-73.96272022285433 40.785444897993074, -73.96168327766235 40.78500936059762, -73.96225628357502 40.784221191062336, -73.96329322024029 40.78465672335501, -73.96272022285433 40.785444897993074)))",410,990671.15108,990999.23507,225665.84351,225993.9275
"MULTIPOLYGON (((-73.96168327766235 40.78500936059762, -73.96064634603653 40.784573813842925, -73.96121936047547 40.783785649410554, -73.96225628357502 40.784221191062336, -73.96168327766235 40.78500936059762)))",411,990999.23507,991327.31906,225665.84351,225993.9275
"MULTIPOLYGON (((-73.96064634603653 40.784573813842925, -73.9596094279769 40.78413825772922, -73.96018245094167 40.783350098399815, -73.96121936047547 40.783785649410554, -73.96064634603653 40.784573813842925)))",412,991327.31906,991655.40305,225665.84351,225993.9275
"MULTIPOLYGON (((-73.9596094279769 40.78413825772922, -73.95857252348345 40.783702692256696, -73.95914555497365 40.78291453803034, -73.96018245094167 40.783350098399815, -73.9596094279769 40.78413825772922)))",413,991655.40305,991983.48704,225665.84351,225993.9275
"MULTIPOLYGON (((-73.96847810705165 40.78683424442389, -73.96744110255811 40.78639875893007, -73.96801405226734 40.785610560937215, -73.96905104823202 40.78604604132873, -73.96847810705165 40.78683424442389)))",424,989030.73113,989358.81512,225337.75952,225665.84351
"MULTIPOLYGON (((-73.96744110255811 40.78639875893007, -73.9664041116302 40.78596326407606, -73.96697706986784 40.78517507118561, -73.96801405226734 40.785610560937215, -73.96744110255811 40.78639875893007)))",425,989358.81512,989686.89911,225337.75952,225665.84351
"MULTIPOLYGON (((-73.9664041116302 40.78596326407606, -73.9653671342679 40.785527759862056, -73.96594010103352 40.78473957207416, -73.96697706986784 40.78517507118561, -73.9664041116302 40.78596326407606)))",426,989686.89911,990014.9831,225337.75952,225665.84351
"MULTIPOLYGON (((-73.9653671342679 40.785527759862056, -73.96433017047126 40.7850922462883, -73.96490314576441 40.78430406360302, -73.96594010103352 40.78473957207416, -73.9653671342679 40.785527759862056)))",427,990014.9831,990343.06709,225337.75952,225665.84351
"MULTIPOLYGON (((-73.96433017047126 40.7850922462883, -73.96329322024029 40.78465672335501, -73.96386620406055 40.78386854577241, -73.96490314576441 40.78430406360302, -73.96433017047126 40.7850922462883)))",428,990343.06709,990671.15108,225337.75952,225665.84351
"MULTIPOLYGON (((-73.96329322024029 40.78465672335501, -73.96225628357502 40.784221191062336, -73.96282927592196 40.78343301858253, -73.96386620406055 40.78386854577241, -73.96329322024029 40.78465672335501)))",429,990671.15108,990999.23507,225337.75952,225665.84351
"MULTIPOLYGON (((-73.96225628357502 40.784221191062336, -73.96121936047547 40.783785649410554, -73.96179236134866 40.782997482033586, -73.96282927592196 40.78343301858253, -73.96225628357502 40.784221191062336)))",430,990999.23507,991327.31906,225337.75952,225665.84351
"MULTIPOLYGON (((-73.96121936047547 40.783785649410554, -73.96018245094167 40.783350098399815, -73.96075546034069 40.7825619361258, -73.96179236134866 40.782997482033586, -73.96121936047547 40.783785649410554)))",431,991327.31906,991655.40305,225337.75952,225665.84351
"MULTIPOLYGON (((-73.96018245094167 40.783350098399815, -73.95914555497365 40.78291453803034, -73.95971857289803 40.78212638085937, -73.96075546034069 40.7825619361258, -73.96018245094167 40.783350098399815)))",432,991655.40305,991983.48704,225337.75952,225665.84351
"MULTIPOLYGON (((-73.96905104823202 40.78604604132873, -73.96801405226734 40.785610560937215, -73.9685869884114 40.784822360000156, -73.96962397584727 40.78525783528934, -73.96905104823202 40.78604604132873)))",443,989030.73113,989358.81512,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96801405226734 40.785610560937215, -73.96697706986784 40.78517507118561, -73.96755001454028 40.78438687535097, -73.9685869884114 40.784822360000156, -73.96801405226734 40.785610560937215)))",444,989358.81512,989686.89911,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96697706986784 40.78517507118561, -73.96594010103352 40.78473957207416, -73.96651305423391 40.783951381341986, -73.96755001454028 40.78438687535097, -73.96697706986784 40.78517507118561)))",445,989686.89911,990014.9831,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96594010103352 40.78473957207416, -73.96490314576441 40.78430406360302, -73.96547610749234 40.78351587797342, -73.96651305423391 40.783951381341986, -73.96594010103352 40.78473957207416)))",446,990014.9831,990343.06709,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96490314576441 40.78430406360302, -73.96386620406055 40.78386854577241, -73.96443917431556 40.78308036524548, -73.96547610749234 40.78351587797342, -73.96490314576441 40.78430406360302)))",447,990343.06709,990671.15108,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96386620406055 40.78386854577241, -73.96282927592196 40.78343301858253, -73.96340225470362 40.78264484315838, -73.96443917431556 40.78308036524548, -73.96386620406055 40.78386854577241)))",448,990671.15108,990999.23507,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96282927592196 40.78343301858253, -73.96179236134866 40.782997482033586, -73.96236534865655 40.782209311712286, -73.96340225470362 40.78264484315838, -73.96282927592196 40.78343301858253)))",449,990999.23507,991327.31906,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96179236134866 40.782997482033586, -73.96075546034069 40.7825619361258, -73.96132845617436 40.78177377090743, -73.96236534865655 40.782209311712286, -73.96179236134866 40.782997482033586)))",450,991327.31906,991655.40305,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96075546034069 40.7825619361258, -73.95971857289803 40.78212638085937, -73.96029157725707 40.78133822074402, -73.96132845617436 40.78177377090743, -73.96075546034069 40.7825619361258)))",451,991655.40305,991983.48704,225009.67553,225337.75952
"MULTIPOLYGON (((-73.96962397584727 40.78525783528934, -73.9685869884114 40.784822360000156, -73.96915991099073 40.78403415611911, -73.97019688989779 40.78446962630599, -73.96962397584727 40.78525783528934)))",462,989030.73113,989358.81512,224681.59154,225009.67553
"MULTIPOLYGON (((-73.9685869884114 40.784822360000156, -73.96755001454028 40.78438687535097, -73.96812294564796 40.783598676572325, -73.96915991099073 40.78403415611911, -73.9685869884114 40.784822360000156)))",463,989358.81512,989686.89911,224681.59154,225009.67553
"MULTIPOLYGON (((-73.96755001454028 40.78438687535097, -73.96651305423391 40.783951381341986, -73.96708599386952 40.783163187665814, -73.96812294564796 40.783598676572325, -73.96755001454028 40.78438687535097)))",464,989686.89911,990014.9831,224681.59154,225009.67553
"MULTIPOLYGON (((-73.96651305423391 40.783951381341986, -73.96547610749234 40.78351587797342, -73.96604905565543 40.782727689399806, -73.96708599386952 40.783163187665814, -73.96651305423391 40.783951381341986)))",465,990014.9831,990343.06709,224681.59154,225009.67553
"MULTIPOLYGON (((-73.96547610749234 40.78351587797342, -73.96443917431556 40.78308036524548, -73.96501213100572 40.78229218177451, -73.96604905565543 40.782727689399806, -73.96547610749234 40.78351587797342)))",466,990343.06709,990671.15108,224681.59154,225009.67553
"MULTIPOLYGON (((-73.96443917431556 40.78308036524548, -73.96340225470362 40.78264484315838, -73.96397521992041 40.781856664790126, -73.96501213100572 40.78229218177451, -73.96443917431556 40.78308036524548)))",467,990671.15108,990999.23507,224681.59154,225009.67553
"MULTIPOLYGON (((-73.96340225470362 40.78264484315838, -73.96236534865655 40.782209311712286, -73.96293832239954 40.78142113844688, -73.96397521992041 40.781856664790126, -73.96340225470362 40.78264484315838)))",468,990999.23507,991327.31906,224681.59154,225009.67553
"MULTIPOLYGON (((-73.96236534865655 40.782209311712286, -73.96132845617436 40.78177377090743, -73.9619014384431 40.78098560274495, -73.96293832239954 40.78142113844688, -73.96236534865655 40.782209311712286)))",469,991327.31906,991655.40305,224681.59154,225009.67553
"MULTIPOLYGON (((-73.96132845617436 40.78177377090743, -73.96029157725707 40.78133822074402, -73.96086456805115 40.78055005768456, -73.9619014384431 40.78098560274495, -73.96132845617436 40.78177377090743)))",470,991655.40305,991983.48704,224681.59154,225009.67553
"MULTIPOLYGON (((-73.97019688989779 40.78446962630599, -73.96915991099073 40.78403415611911, -73.96973282000573 40.78324594929436, -73.97076979038404 40.78368141437896, -73.97019688989779 40.78446962630599)))",481,989030.73113,989358.81512,224353.50755,224681.59154
"MULTIPOLYGON (((-73.96915991099073 40.78403415611911, -73.96812294564796 40.783598676572325, -73.96869586319131 40.782810474849924, -73.96973282000573 40.78324594929436, -73.96915991099073 40.78403415611911)))",482,989358.81512,989686.89911,224353.50755,224681.59154
"MULTIPOLYGON (((-73.96812294564796 40.783598676572325, -73.96708599386952 40.783163187665814, -73.96765891994077 40.78237499104587, -73.96869586319131 40.782810474849924, -73.96812294564796 40.783598676572325)))",483,989686.89911,990014.9831,224353.50755,224681.59154
"MULTIPOLYGON (((-73.96708599386952 40.783163187665814, -73.96604905565543 40.782727689399806, -73.96662199025417 40.78193949788241, -73.96765891994077 40.78237499104587, -73.96708599386952 40.783163187665814)))",484,990014.9831,990343.06709,224353.50755,224681.59154
"MULTIPOLYGON (((-73.96604905565543 40.782727689399806, -73.96501213100572 40.78229218177451, -73.9655850741315 40.78150399535977, -73.96662199025417 40.78193949788241, -73.96604905565543 40.782727689399806)))",485,990343.06709,990671.15108,224353.50755,224681.59154
"MULTIPOLYGON (((-73.96501213100572 40.78229218177451, -73.96397521992041 40.781856664790126, -73.9645481715728 40.781068483478094, -73.9655850741315 40.78150399535977, -73.96501213100572 40.78229218177451)))",486,990671.15108,990999.23507,224353.50755,224681.59154
"MULTIPOLYGON (((-73.96397521992041 40.781856664790126, -73.96293832239954 40.78142113844688, -73.96351128257808 40.78063296223764, -73.9645481715728 40.781068483478094, -73.96397521992041 40.781856664790126)))",487,990999.23507,991327.31906,224353.50755,224681.59154
"MULTIPOLYGON (((-73.96293832239954 40.78142113844688, -73.9619014384431 40.78098560274495, -73.9624744071474 40.78019743163859, -73.96351128257808 40.78063296223764, -73.96293832239954 40.78142113844688)))",488,991327.31906,991655.40305,224353.50755,224681.59154
"MULTIPOLYGON (((-73.9619014384431 40.78098560274495, -73.96086456805115 40.78055005768456, -73.96143754528075 40.77976189168117, -73.9624744071474 40.78019743163859, -73.9619014384431 40.78098560274495)))",489,991655.40305,991983.48704,224353.50755,224681.59154
"MULTIPOLYGON (((-73.97076979038404 40.78368141437896, -73.96973282000573 40.78324594929436, -73.97030571545689 40.78245773952613, -73.97134267730644 40.78289319950847, -73.97076979038404 40.78368141437896)))",500,989030.73113,989358.81512,224025.42356,224353.50755
"MULTIPOLYGON (((-73.96973282000573 40.78324594929436, -73.96869586319131 40.782810474849924, -73.96926876717076 40.78202227018402, -73.97030571545689 40.78245773952613, -73.96973282000573 40.78324594929436)))",501,989358.81512,989686.89911,224025.42356,224353.50755
"MULTIPOLYGON (((-73.96869586319131 40.782810474849924, -73.96765891994077 40.78237499104587, -73.96823183244811 40.781586791482425, -73.96926876717076 40.78202227018402, -73.96869586319131 40.782810474849924)))",502,989686.89911,990014.9831,224025.42356,224353.50755
"MULTIPOLYGON (((-73.96765891994077 40.78237499104587, -73.96662199025417 40.78193949788241, -73.96719491128894 40.78115130342148, -73.96823183244811 40.781586791482425, -73.96765891994077 40.78237499104587)))",503,990014.9831,990343.06709,224025.42356,224353.50755
"MULTIPOLYGON (((-73.96662199025417 40.78193949788241, -73.9655850741315 40.78150399535977, -73.9661580036933 40.780715806001425, -73.96719491128894 40.78115130342148, -73.96662199025417 40.78193949788241)))",504,990343.06709,990671.15108,224025.42356,224353.50755
"MULTIPOLYGON (((-73.9655850741315 40.78150399535977, -73.9645481715728 40.781068483478094, -73.96512110966117 40.78028029922247, -73.9661580036933 40.780715806001425, -73.9655850741315 40.78150399535977)))",505,990671.15108,990999.23507,224025.42356,224353.50755
"MULTIPOLYGON (((-73.9645481715728 40.781068483478094, -73.96351128257808 40.78063296223764, -73.96408422919261 40.7798447830848, -73.96512110966117 40.78028029922247, -73.9645481715728 40.781068483478094)))",506,990999.23507,991327.31906,224025.42356,224353.50755
"MULTIPOLYGON (((-73.96351128257808 40.78063296223764, -73.9624744071474 40.78019743163859, -73.96304736228764 40.77940925758863, -73.96408422919261 40.7798447830848, -73.96351128257808 40.78063296223764)))",507,991327.31906,991655.40305,224025.42356,224353.50755
"MULTIPOLYGON (((-73.9624744071474 40.78019743163859, -73.96143754528075 40.77976189168117, -73.96201050894628 40.77897372273417, -73.96304736228764 40.77940925758863, -73.9624744071474 40.78019743163859)))",508,991655.40305,991983.48704,224025.42356,224353.50755
"MULTIPOLYGON (((-73.97134267730644 40.78289319950847, -73.97030571545689 40.78245773952613, -73.9708785973446 40.78166952681466, -73.97191555066543 40.78210498169478, -73.97134267730644 40.78289319950847)))",519,989030.73113,989358.81512,223697.33957,224025.42356
"MULTIPOLYGON (((-73.97030571545689 40.78245773952613, -73.96926876717076 40.78202227018402, -73.96984165758677 40.78123406257491, -73.9708785973446 40.78166952681466, -73.97030571545689 40.78245773952613)))",520,989358.81512,989686.89911,223697.33957,224025.42356
"MULTIPOLYGON (((-73.96926876717076 40.78202227018402, -73.96823183244811 40.781586791482425, -73.96880473139197 40.780798588975706, -73.96984165758677 40.78123406257491, -73.96926876717076 40.78202227018402)))",521,989686.89911,990014.9831,223697.33957,224025.42356
"MULTIPOLYGON (((-73.96823183244811 40.781586791482425, -73.96719491128894 40.78115130342148, -73.96776781876022 40.78036310601727, -73.96880473139197 40.780798588975706, -73.96823183244811 40.781586791482425)))",522,990014.9831,990343.06709,223697.33957,224025.42356
"MULTIPOLYGON (((-73.96719491128894 40.78115130342148, -73.9661580036933 40.780715806001425, -73.96673091969156 40.77992761369982, -73.96776781876022 40.78036310601727, -73.96719491128894 40.78115130342148)))",523,990343.06709,990671.15108,223697.33957,224025.42356
"MULTIPOLYGON (((-73.9661580036933 40.780715806001425, -73.96512110966117 40.78028029922247, -73.96569403418599 40.77949211202352, -73.96673091969156 40.77992761369982, -73.9661580036933 40.780715806001425)))",524,990671.15108,990999.23507,223697.33957,224025.42356
"MULTIPOLYGON (((-73.96512110966117 40.78028029922247, -73.96408422919261 40.7798447830848, -73.96465716224355 40.7790566009886, -73.96569403418599 40.77949211202352, -73.96512110966117 40.78028029922247)))",525,990999.23507,991327.31906,223697.33957,224025.42356
